,sentiment,content
1674,1,another amazing day ever since got twitter great day
1675,1,good morning everyone
1676,1,sunday morning bird chirping hoping best praying best
1677,1,good morming sunshine beautiful day last day class me
1678,1,woolsery morning hopefully see north molton u clinch north devon league title lovely day
1679,1,ninaaacooperrr come love you last week need see me hot
1680,1,playing d j ray s ride way delish sushi
1681,0,hellenbach geek stepson live nanny love bgt can t stand it watch tv upstairs alone
1682,0,mummy need
1683,1,markman happy mother day mark
1684,1,http twitpic com w operation happy mom success
1685,0,mad im going missing maine tomorrow take effing day fly florida
1686,1,omg again buying dvd yeahness another good movie also thanks movie buddy
1687,1,ohemmy lol hi emmy latin would help study aptitude test get grad school thats wanna take
1688,1,lindzluvsnkotb going cruise wish wa going vacation thanks though
1689,1,bos night out
1690,0,good day
1691,1,lovliest night last night ruined doctor inability warn side effect back test
1692,0,going fail art final fml far worst semester life school wise otherwise best
1693,1,cydonian why enjoy fancy meal smtimes thr s joy solitude u really enjoy food amp lk date world
1694,1,shout sanjeev thank first follower twitter
1695,0,loved sun today love black suit black top plus train tube get meeting back need shop summer
1696,1,chillin christina diana
1697,1,annalisaceccato hey thanks mate cool coz watched it
1698,1,got home dinner mommy new grandma rather hollywood right
1699,1,cadistra ah brilliant thanks bunch
1700,0,fuuudge movie store closed
1701,1,davidarchie awoooogahhhhhh heheee hope get decently priced breakfast real quick david
1702,0,excited visited twin best friend dinner star gazing movie cool http gykd net
1703,1,happy star war day im going make pasta get showered dressed watch film like day off day
1704,1,somebody smuggle sydney slave eternity
1705,0,much blog time
1706,0,back park sunburnt cant wait totallywiredm night and gonna get smashed bein sober jst wnt b fun
1707,0,movietfan well completely lame sorry dude
1708,0,mjh know man day pulling bed
1709,1,woke hiccup came back
1710,0,eminem can t wait that recently bought metallia guitar hero cant play coz sony tv went kaput
1711,0,mspixieriot suck wish could get cheaper montreal there s cool shop carry there
1712,0,maidmirawyn supposed go tomorrow tooooo use gas ticket money pay car inspection fee
1713,0,babymakes no lost link sent pull battery
1714,1,macpowell awake happy
1715,1,normabecerra washer se chingo ha ha busting grandma lucia waaaaay back early s lol
1716,1,snl hosted justin timberlake startssssssssssss now woohoo
1717,0,apstylebook know need thing life constant
1718,1,diamond compï¿½tition yaayy tomorow diamond dance best still montrï¿½al
1719,1,usual two family party today happy birthday lily http twitpic com w
1720,0,could message cheer robynlouise leahstakes misskeribaby jewlear celenko sarahbeeny beverleyknight
1721,1,lilcdawg run cpt
1722,1,http twitpic com wgoi bus boy poet ordering medici white chocolate banana bread pudding kspidel
1723,0,birdsall sorry that got behind follower still catching up follow folk including
1724,0,kvbuckley know enough sotomayor made big boo boo talking making law know branch do
1725,0,already miss cmontecillo
1726,0,andypiper aquired new oppertunity sorry support mac tell
1727,0,saying good bye ronald today difficult sad well miss yuu
1728,1,jimmymarsh awesome job last night
1729,1,thefifthsister happy came said hi twas nice meet indeed thanks much coming talking
1730,1,christian mobile directory running month old visit http tiny cc caribdir
1731,1,sang quot shine quot newsboy car hollyewallace holla
1732,1,watching video facebook make feel like biggest creep guess am also tweet woohoo
1733,0,home ill work man flu hell
1734,0,lonely need company
1735,1,mizhalle http blip fm jbp
1736,0,sunflower seed dude say
1737,0,rip big cup miss
1738,1,hey elliotcole thank much followfriday failed miserably get list together week
1739,0,bed bed bed samuelasanders never answer text anymore thought day sent one never heard back sad day
1740,0,made little cover iphone bird upside back http twitpic com tp amp http http bit ly fjeam
1741,0,wish get least day off row day enough rest day on day off day on day off ugh
1742,0,waiting table exhausting foot sore note self never become waitress also kudos george awesome tri tip
1743,0,yan ming affascinare gg summer sch though attachment yan go see blog check msn ask kinny
1744,0,smart car worthless car ever made amp make sad many see anymore
1745,0,good mood mama s away si can t talk either boy can t see weekend planned
1746,0,prncsztalia hate me
1747,1,rosiecosy thanks sympathy bad hour ago started thinking appointment tomorrow
1748,0,can t bothered working tomorrow
1749,1,jenrolton awwwww would virtual high five make better
1750,1,jmascia yay found u great time tonight
1751,0,andyschwartz nah actually sleep data recovery place called woke
1752,1,everraven figured bouncing
1753,1,tagscats thanks know happens awhile
1754,0,sorry tweet bgt poor wonderful crazy weird greg fair silly little girl never going cope urgh fair
1755,0,thebeckyanne giving si show crib sunday incredible jewelry designer gone
1756,1,merlene cool figure tweeter club
1757,1,msnewappearance hey thanx following me follow
1758,0,vagabonddandy bad
1759,0,moving nothing accessible camera broken kitchen stuff box internet make hard cook blog get brooklyn
1760,0,loving new skype especially someone like life half world away home
1761,1,bluevolvic awesome keep look it
1762,0,get boy doc persistent cough good http plurk com p xt
1763,0,coecobroker still recall helpful way back struggled ar contest question
1764,1,magic rafi singing shammi kapoor
1765,0,watching jimmy f delete social network profile jimmy cyber time
1766,1,breakfastnews ets endoscopic thoracic sympathectomy invaluable surgical procedure
1767,0,missed justin snl aghhh started love again yes one week
1768,0,saying goodbye papa
1769,1,ton fun w muffin today
1770,0,disappointment really suck getting used it
1771,1,teacherpaddy hey padster it s dirt track thx info got mile
1772,0,sweet dream i m tired excited might actually get golf morning family tradition
1773,0,bed rest weekend next week neomonia suck
1774,0,sashaostrikoff miss
1775,1,morganmartinez dream hanging friend good woke there
1776,0,found book starting real paper bound journal tonight annoying zit lip make look like herpes
1777,1,goooooood morning
1778,0,sara luna everything donï¿½t know explain simply itï¿½s patetic
1779,1,marykayte lucky still want blue one
1780,1,walkaboutgroup fun guy day behind
1781,1,best lazy really productive day ever many option lay ahead me job prioritize thank u universe luv dd
1782,1,commander cool yep here s hoping
1783,1,mrmarketingman thanks movie review
1784,0,nicsey snap know feeling well
1785,0,dreading hearing even worse news tonight
1786,0,okay feel really sick
1787,1,way home ny then sleeping
1788,1,well bed cant wait party mother s day like hour
1789,0,school tired didnt hear text last night lol still tired love jesus christ
1790,1,bank holiday happy know clap hand
1791,1,happy mother day
1792,1,maxcarver hey im fan new zealand loving show even tho soooo behind episode haha keep good work
1793,0,hot thermometer showing c moment
1794,1,werewolfseth well must say lucky you guess mean chillin concert huh
1795,0,neo kryptik usual application checking status reading stuff that s wel arbit etc
1796,0,meiko time morning go way across town take pic so sad
1797,1,jackieshimamoto love cobra starship thanks suggestion
1798,0,fell think knee broken look fabulous
1799,1,emma bmth also want attend tafe gig asked mum soundwave like hmmm possibly probably mean yes
1800,1,shortyyyy curtain two rug make bathing exciting hahaha
1801,1,happy mother day mom
1802,1,break packing watching office pam quot i woken up look cute that s knew meant it quot
1803,0,greg pritchard robbed place final bgt cry baby bitch face got instead
1804,0,saranw thank you know happy sad all time know that got quot the right stuff quot
1805,1,okay really going now stop making laugh like that
1806,1,light bike sound good hahaha
1807,0,justwatched depressing episode jon kate ever i actually almost cried
1808,1,skybluetom ha ha thanks tom loser hopefully going nd june till rd july what date u goin u missing helen x
1809,0,afey umm abt comment like p quot i dont like this quot
1810,1,juicebox know annoying be there german saying pleasant anticipation greatest pleasure own translation
1811,1,miss mcfly last night much front row centre danny making laugh much lol
1812,1,jtsui wish could sat thats super busy day sunday perhaps playing football dolores park too youre welcome come hang
1813,0,so woke time work boo
1814,0,mfarrugia never good platform game
1815,1,roflwolf yeah basically awesome
1816,0,stuck long as traffic motorway i m gonna get home pm tired
1817,1,m delamerced judge answer fid duty tort lawyer u r good this it like oj trial done
1818,0,torilovesbradie last thursday yesterday suck missed lunch time ox
1819,0,shower taken room right bed yeasterday shower balcony sea wiew bit nicer
1820,1,quot nappy s quot da new quot n quot word by da way ilove quot nappy quot braid igot quot hang time quot homie lol
1821,1,happy mother s dayyyy
1822,0,want face somatic drawing david lanham want leopard theme somatic theme im sad im big fan
1823,1,waking early go gym
1824,1,hey star sending florida sunshine way supertramp ï¿½ raining ï¿½ djdolcevita m http blip fm jucn
1825,1,long day work stood home sleeping another long day work tomorrow amp happy mother day mother
1826,1,enjoying lazying around eating rose chocolate x
1827,1,silverarcheress ah ok thank youuuuuu
1828,0,cd player car broken much listening kidz bop happy meal cd
1829,0,eeks wish nowww grrrrrrr
1830,1,bertgoethals cool used live house left place always something going p
1831,1,starryeyedsoul meeeee sound delicious
1832,0,ugh id better get work
1833,0,bad day
1834,1,drew haha want another bagel blueberry cream cheese left bagel
1835,0,beateveronica jealous would love deer steak one downside almost vegetarian carnivore living together
1836,1,ceramicheart heart sings
1837,1,cassowaryjewel excellent point
1838,1,liking window release candidate far also liking new video card terabyte harddisk
1839,0,accounting class detention
1840,0,kyle newman called sold out bummer next time
1841,1,want watch naruto shippuuden missed episode
1842,0,impala guy hello iï¿½m back hope happens occasionally wednesday
1843,0,going engagement party tommorrow night mine not stepping soapbox
1844,1,mcflyyerr yeah that s trueee can t wait till tour dvd come out tour epic backstage material hilarious
